Mês;Central Regulação;Unidade de saúde;Unidade de saúde/Região;Grupo de exames;Vagas ofertadas;Vagas não preenchidas;Perda primária;Agendamentos cancelados pelo solicitante ou rotina automática;Perda primária sem cancelamentos;Agendamentos;Compareceu;Faltantes;Perda secundária;Tempo médio de espera (Dias)
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;7743068 / HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO LAG SIQUEIRA HUGOL;CENTRAL;TESTE ERGOMÉTRICO;200.0;10.0;5.0;3;3.5;190.0;99;91.0;47.89;9.59
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;7743068 / HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO LAG SIQUEIRA HUGOL;CENTRAL;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);243.0;1.0;0.41;1;0.0;242.0;151;91.0;37.6;31.15
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7772076 / LEONARDO VIEIRA DO CARMO;SUDOESTE I;ESPIROMETRIA COM PROVA BRONCODILATADORA;50.0;2.0;4.0;2;0.0;42.0;34;8.0;19.05;92.83
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7779917 / H O R HOSPITAL DE OLHOS RIO VERDE;SUDOESTE I;MAPEAMENTO DE RETINA;4.0;0.0;0.0;0;0.0;4.0;4;0.0;0.0;102.5
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7779917 / H O R HOSPITAL DE OLHOS RIO VERDE;SUDOESTE I;MICROSCOPIA ESPECULAR DE CORNEA;4.0;0.0;0.0;0;0.0;4.0;4;0.0;0.0;142.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7779917 / H O R HOSPITAL DE OLHOS RIO VERDE;SUDOESTE I;PAQUIMETRIA ULTRASSÔNICA;4.0;0.0;0.0;0;0.0;4.0;4;0.0;0.0;182.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7779917 / H O R HOSPITAL DE OLHOS RIO VERDE;SUDOESTE I;RETINOGRAFIA COLORIDA BINOCULAR;6.0;0.0;0.0;0;0.0;6.0;6;0.0;0.0;111.5
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7779917 / H O R HOSPITAL DE OLHOS RIO VERDE;SUDOESTE I;RETINOGRAFIA FLUORESCENTE BINOCULAR (ANGIOFLUORESCEINOGRAFIA);3.0;0.0;0.0;0;0.0;3.0;3;0.0;0.0;130.67
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7779917 / H O R HOSPITAL DE OLHOS RIO VERDE;SUDOESTE I;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);3.0;0.0;0.0;0;0.0;3.0;2;0.0;0.0;163.5
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7779917 / H O R HOSPITAL DE OLHOS RIO VERDE;SUDOESTE I;Topografia computadorizada de córnea;4.0;0.0;0.0;0;0.0;4.0;4;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;790311 / OTOVIVE CENTRO ESPECIALIZADO EM OTORRINOLARINGOLOGIA;SUDOESTE I;EXAMES AUDITIVOS;102.0;36.0;35.29;0;35.29;66.0;54;12.0;18.18;170.18
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;790311 / OTOVIVE CENTRO ESPECIALIZADO EM OTORRINOLARINGOLOGIA;SUDOESTE I;VIDEOLARINGOSCOPIA;22.0;2.0;9.09;2;0.0;20.0;18;2.0;10.0;8.62
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7909748 / FLAVIO VIEIRA DE FARIA;SUDOESTE I;ESPIROMETRIA COM PROVA BRONCODILATADORA;79.0;1.0;1.27;1;0.0;77.0;66;11.0;14.29;87.74
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;7909748 / FLAVIO VIEIRA DE FARIA;SUDOESTE I;POLISSONOGRAFIA;6.0;2.0;33.33;0;33.33;4.0;3;1.0;25.0;141.32
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;794392 / CENTRO AUDITIVO;SUDOESTE I;EMISSÕES OTOACÚSTICAS EVOCADAS PARA TRIAGEM AUDITIVA (TESTE DA ORELHINHA);80.0;12.0;15.0;2;12.5;68.0;33;35.0;51.47;104.14
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;9138625 / CENTRO ATEN PROLONGADA CASA APOIO COND SOLIDARIEDADE CEAPSOL;CENTRAL;DOPPLER;75.0;0.0;0.0;0;0.0;75.0;31;44.0;58.67;317.36
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;9138625 / CENTRO ATEN PROLONGADA CASA APOIO COND SOLIDARIEDADE CEAPSOL;CENTRAL;ECOCARDIOGRAFIA DE ESTRESSE;46.0;0.0;0.0;0;0.0;46.0;22;24.0;52.17;118.92
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;9138625 / CENTRO ATEN PROLONGADA CASA APOIO COND SOLIDARIEDADE CEAPSOL;CENTRAL;ECOCARDIOGRAFIA TRANSTORACICA;154.0;0.0;0.0;0;0.0;154.0;92;62.0;40.26;71.65
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;9138625 / CENTRO ATEN PROLONGADA CASA APOIO COND SOLIDARIEDADE CEAPSOL;CENTRAL;ULTRASSONOGRAFIA;160.0;2.0;1.25;2;0.0;158.0;40;118.0;74.68;85.61
2026/02;CENTRAL DE REGULACAO MUNICIPAL DE ARACU;9168060 / CENTRO RADIOLOGICO DE ARACU;CENTRAL;ANÁLISES CLÍNICAS;285.0;284.0;99.65;0;99.65;1.0;0;1.0;100.0;0.0
2026/02;CENTRAL DE REGULACAO MUNICIPAL DE ARACU;9168060 / CENTRO RADIOLOGICO DE ARACU;CENTRAL;RADIOGRAFIA;624.0;624.0;100.0;42;93.27;0.0;0;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9385150 / DAY MEDICAL CENTER;SUDOESTE I;RESSONÂNCIA MAGNÉTICA;91.0;6.0;6.59;6;0.0;84.0;69;13.0;15.48;44.63
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9507736 / VISIONARE RIO;SUDOESTE I;BIOMETRIA ULTRASSONICA;8.0;0.0;0.0;0;0.0;8.0;0;8.0;100.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9507736 / VISIONARE RIO;SUDOESTE I;MAPEAMENTO DE RETINA;4.0;0.0;0.0;0;0.0;4.0;0;4.0;100.0;1.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9507736 / VISIONARE RIO;SUDOESTE I;MICROSCOPIA ESPECULAR DE CORNEA;2.0;0.0;0.0;0;0.0;2.0;0;2.0;100.0;141.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9507736 / VISIONARE RIO;SUDOESTE I;PAQUIMETRIA ULTRASSÔNICA;6.0;0.0;0.0;0;0.0;6.0;0;6.0;100.0;182.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9507736 / VISIONARE RIO;SUDOESTE I;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);4.0;0.0;0.0;0;0.0;2.0;0;0.0;0.0;166.2
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9507736 / VISIONARE RIO;SUDOESTE I;TONOMETRIA;7.0;1.0;14.29;0;14.29;6.0;0;6.0;100.0;122.2
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9507736 / VISIONARE RIO;SUDOESTE I;Topografia computadorizada de córnea;4.0;0.0;0.0;0;0.0;4.0;0;4.0;100.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9509895 / IADP CENTRO MEDICO GASTRO;SUDOESTE I;COLONOSCOPIA;20.0;0.0;0.0;0;0.0;19.0;10;9.0;47.37;113.11
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9579508 / CDUS CENTRO DE DIAGNOSTICO EM ULTRASSONOGRAFIA;SUDOESTE I;ULTRASSONOGRAFIA;105.0;0.0;0.0;0;0.0;96.0;83;13.0;13.54;1.62
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;ANÁLISES CLÍNICAS;57.0;2.0;3.51;2;0.0;55.0;41;14.0;25.45;71.21
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;BRONCOSCOPIA;3.0;1.0;33.33;0;33.33;2.0;1;1.0;50.0;1.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;COLONOSCOPIA;8.0;0.0;0.0;0;0.0;8.0;8;0.0;0.0;4.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;DOPPLER;10.0;8.0;80.0;1;70.0;2.0;0;0.0;0.0;4.67
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;ECOCARDIOGRAFIA TRANSTORACICA;21.0;0.0;0.0;0;0.0;21.0;13;8.0;38.1;121.06
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG);14.0;0.0;0.0;0;0.0;14.0;12;2.0;14.29;173.36
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;ENDOSCOPIA DIGESTIVA ALTA;12.0;0.0;0.0;0;0.0;12.0;8;4.0;33.33;58.5
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;RADIOGRAFIA;19.0;7.0;36.84;3;21.05;12.0;7;5.0;41.67;1.11
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;TOMOGRAFIA COMPUTADORIZADA (COM SEDAÇÃO);4.0;0.0;0.0;0;0.0;4.0;3;1.0;25.0;253.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);7.0;0.0;0.0;0;0.0;7.0;6;1.0;14.29;9.78
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;ULTRASSONOGRAFIA;12.0;0.0;0.0;0;0.0;12.0;4;8.0;66.67;154.5
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;9992138 / CENTERMED;SUDOESTE I;ANÁLISES CLÍNICAS;760.0;125.0;16.45;2;16.18;622.0;512;110.0;17.68;15.22
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;211354 / DAMASCENO MARTINS HOME CARE LTDA;SUDOESTE I;ECOCARDIOGRAFIA TRANSTORACICA;121.0;0.0;0.0;0;0.0;121.0;111;10.0;8.26;26.81
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;COLONOSCOPIA;39.0;3.0;7.69;3;0.0;36.0;3;19.0;52.78;147.21
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;DOPPLER;49.0;1.0;2.04;1;0.0;48.0;3;8.0;16.67;44.12
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;ENDOSCOPIA DIGESTIVA ALTA;34.0;0.0;0.0;0;0.0;34.0;2;9.0;26.47;260.76
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);154.0;0.0;0.0;0;0.0;154.0;10;44.0;28.57;30.38
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;ULTRASSONOGRAFIA;57.0;0.0;0.0;0;0.0;57.0;6;29.0;50.88;25.17
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ANGIOTOMOGRAFIA;22.0;2.0;9.09;2;0.0;20.0;12;6.0;30.0;4.58
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ARTERIOGRAFIA;26.0;10.0;38.46;5;19.23;16.0;12;3.0;18.75;8.67
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;BIOPSIA DE PELE E PARTES MOLES;8.0;0.0;0.0;0;0.0;8.0;4;4.0;50.0;258.5
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;BIOPSIA DE PROSTATA;25.0;1.0;4.0;1;0.0;24.0;3;6.0;25.0;145.92
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;BIOPSIA DE TIREOIDE OU PARATIREOIDE-PAFF;4.0;0.0;0.0;0;0.0;4.0;0;0.0;0.0;791.8
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;COLONOSCOPIA;8.0;0.0;0.0;0;0.0;8.0;5;3.0;37.5;44.5
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CPRE;32.0;21.0;65.63;1;62.5;11.0;7;3.0;27.27;9.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;DOPPLER;32.0;0.0;0.0;0;0.0;32.0;16;16.0;50.0;331.5
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ECOCARDIOGRAFIA TRANSESOFAGICA;5.0;2.0;40.0;2;0.0;3.0;0;3.0;100.0;380.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ECOCARDIOGRAFIA TRANSTORACICA;5.0;0.0;0.0;0;0.0;5.0;2;3.0;60.0;37.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ECODOPPLER TRANSCRANIANO;18.0;12.0;66.67;1;61.11;6.0;5;1.0;16.67;3.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ELETROCARDIOGRAMA;130.0;106.0;81.54;52;41.54;24.0;19;5.0;20.83;12.85
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG);3.0;0.0;0.0;0;0.0;3.0;2;1.0;33.33;0.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ELETRONEUROMIOGRAFIA;13.0;1.0;7.69;1;0.0;12.0;9;3.0;25.0;348.44
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ENDOSCOPIA DIGESTIVA ALTA;9.0;0.0;0.0;0;0.0;9.0;4;5.0;55.56;334.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;MAMOGRAFIA;219.0;2.0;0.91;2;0.0;217.0;6;200.0;92.17;7.5
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;PLETISMOGRAFIA;34.0;1.0;2.94;1;0.0;33.0;27;6.0;18.18;13.55
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;POLISSONOGRAFIA;52.0;2.0;3.85;2;0.0;50.0;35;15.0;30.0;259.07
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA - PAAF;16.0;3.0;18.75;0;18.75;13.0;8;5.0;38.46;6.89
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;RADIOGRAFIA;220.0;7.0;3.18;7;0.0;213.0;148;54.0;25.35;8.13
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;RESSONÂNCIA MAGNÉTICA;158.0;1.0;0.63;1;0.0;157.0;73;70.0;44.59;243.33
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;TESTE ERGOMÉTRICO;50.0;1.0;2.0;1;0.0;49.0;30;19.0;38.78;7.95
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);132.0;4.0;3.03;3;0.76;128.0;90;28.0;21.88;8.54
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ULTRASSONOGRAFIA;13.0;0.0;0.0;0;0.0;13.0;7;5.0;38.46;73.86
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROFLUXOMETRIA;9.0;0.0;0.0;0;0.0;9.0;4;5.0;55.56;150.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;VIDEOLARINGOSCOPIA;18.0;0.0;0.0;0;0.0;18.0;9;9.0;50.0;153.64
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2339196 / HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU;CENTRAL;ECOCARDIOGRAMA FETAL;20.0;1.0;5.0;1;0.0;19.0;10;9.0;47.37;10.44
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2339196 / HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU;CENTRAL;ULTRASSONOGRAFIA;138.0;2.0;1.45;2;0.0;136.0;48;88.0;64.71;16.81
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;COLONOSCOPIA;80.0;6.0;7.5;6;0.0;74.0;55;19.0;25.68;30.43
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;DOPPLER;80.0;0.0;0.0;0;0.0;80.0;55;25.0;31.25;21.72
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ECOCARDIOGRAFIA TRANSTORACICA;45.0;6.0;13.33;5;2.22;39.0;33;6.0;15.38;2.59
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ELETROCARDIOGRAMA;12.0;2.0;16.67;2;0.0;10.0;4;6.0;60.0;67.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ENDOSCOPIA DIGESTIVA ALTA;70.0;5.0;7.14;5;0.0;65.0;43;22.0;33.85;127.39
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;RADIOGRAFIA;10.0;1.0;10.0;1;0.0;9.0;9;0.0;0.0;3.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);200.0;63.0;31.5;63;0.0;137.0;105;30.0;21.9;20.71
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ULTRASSONOGRAFIA;300.0;45.0;15.0;45;0.0;255.0;116;139.0;54.51;70.62
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340690 / HOSPITAL MUNICIPAL DE RIO VERDE GOIAS;SUDOESTE I;ANGIOTOMOGRAFIA;169.0;143.0;84.62;7;80.47;25.0;4;1.0;4.0;24.84
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340690 / HOSPITAL MUNICIPAL DE RIO VERDE GOIAS;SUDOESTE I;ANGIOTOMOGRAFIA - RIO VERDE;1.0;0.0;0.0;0;0.0;1.0;0;1.0;100.0;80.0
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340690 / HOSPITAL MUNICIPAL DE RIO VERDE GOIAS;SUDOESTE I;COLONOSCOPIA;3.0;0.0;0.0;0;0.0;2.0;0;0.0;0.0;181.0
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340690 / HOSPITAL MUNICIPAL DE RIO VERDE GOIAS;SUDOESTE I;CPRE;10.0;1.0;10.0;1;0.0;9.0;3;2.0;22.22;127.63
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340690 / HOSPITAL MUNICIPAL DE RIO VERDE GOIAS;SUDOESTE I;DOPPLER;80.0;0.0;0.0;0;0.0;40.0;25;6.0;15.0;51.88
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340690 / HOSPITAL MUNICIPAL DE RIO VERDE GOIAS;SUDOESTE I;ECOCARDIOGRAFIA TRANSTORACICA;266.0;2.0;0.75;2;0.0;226.0;59;16.0;7.08;34.97
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340690 / HOSPITAL MUNICIPAL DE RIO VERDE GOIAS;SUDOESTE I;ENDOSCOPIA DIGESTIVA ALTA;10.0;0.0;0.0;0;0.0;9.0;8;0.0;0.0;143.0
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340690 / HOSPITAL MUNICIPAL DE RIO VERDE GOIAS;SUDOESTE I;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);1185.0;465.0;39.24;0;39.24;254.0;225;16.0;6.3;4.8
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340690 / HOSPITAL MUNICIPAL DE RIO VERDE GOIAS;SUDOESTE I;ULTRASSONOGRAFIA;2674.0;378.0;14.14;49;12.3;2287.0;1474;586.0;25.62;2.14
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340704 / HOSPITAL PRESBITERIANO DR GORDON;SUDOESTE I;ANÁLISES CLÍNICAS;1823.0;12.0;0.66;7;0.27;1811.0;1358;438.0;24.19;26.34
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340704 / HOSPITAL PRESBITERIANO DR GORDON;SUDOESTE I;DENSITOMETRIA OSSEA;119.0;4.0;3.36;4;0.0;115.0;58;21.0;18.26;21.31
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340704 / HOSPITAL PRESBITERIANO DR GORDON;SUDOESTE I;DOPPLER;321.0;22.0;6.85;21;0.31;227.0;128;99.0;43.61;94.48
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340704 / HOSPITAL PRESBITERIANO DR GORDON;SUDOESTE I;ULTRASSONOGRAFIA;58.0;3.0;5.17;2;1.72;55.0;40;12.0;21.82;20.9
2026/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340720 / CEMAB CENTRO MEDICO AUGUSTA BASTOS;SUDOESTE I;ULTRASSONOGRAFIA;571.0;12.0;2.1;11;0.18;558.0;446;93.0;16.67;2.67
2026/03;CENTRAL DE REGULACAO MUNICIPAL DE ARACU;2361728 / UBS MARIA GOMES LEITE;CENTRAL;ULTRASSONOGRAFIA;1.0;0.0;0.0;0;0.0;1.0;0;0.0;0.0;0.0
2026/03;CENTRAL DE REGULACAO MUNICIPAL DE ARACU;2361736 / HOSPITAL MUNICIPAL DE ARACU;CENTRAL;ELETROCARDIOGRAMA;186.0;186.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;DOPPLER;40.0;0.0;0.0;0;0.0;40.0;25;6.0;15.0;51.38
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;ULTRASSONOGRAFIA;120.0;7.0;5.83;7;0.0;113.0;38;51.0;45.13;11.12
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;DOPPLER;20.0;0.0;0.0;0;0.0;20.0;8;12.0;60.0;260.14
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;ECOCARDIOGRAFIA TRANSTORACICA;20.0;1.0;5.0;1;0.0;19.0;19;0.0;0.0;249.07
2026/03;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;RADIOGRAFIA;550.0;170.0;30.91;18;27.64;380.0;235;111.0;29.21;1.25
